Recording,Site,Day,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),File Offset (s),Begin File,Begin Path,Begin Date Time,species,background,exclusion code
1B,1,B,1259,Spectrogram 1,1,3154.407195,3243.604427,2420.6,4920.6,3154.407,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3154.407,BTSA,,0
1B,1,B,1275,Spectrogram 1,1,3272.528019,3274.368296,1547.6,4484.1,3272.528,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3272.528,BTSA,,0
1B,1,B,1282,Spectrogram 1,1,3280.786797,3301.168734,1309.5,4404.8,3280.787,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3280.787,BTSA,,0
1B,1,B,1290,Spectrogram 1,1,3305.630538,3312.071508,1587.3,4603.2,3305.631,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3305.631,BTSA,,0
1B,1,B,1294,Spectrogram 1,1,3378.526935,3380.037351,1666.7,3809.5,3378.527,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3378.527,BTSA,1,0
1B,1,B,1315,Spectrogram 1,1,3331.357628,3350.802066,1388.9,4285.7,3331.358,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3331.358,BTSA,1,0
1B,1,B,1317,Spectrogram 1,1,3359.135396,3365.559005,1507.9,4563.5,3359.135,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3359.135,BTSA,,0
1B,1,B,1320,Spectrogram 1,1,3386.789574,3394.549988,1230.2,4166.7,3386.79,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3386.79,BTSA,,0
1B,1,B,1322,Spectrogram 1,1,3398.022209,3399.168041,1865.1,4563.5,3398.022,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3398.022,BTSA,,0
1B,1,B,1323,Spectrogram 1,1,3404.289567,3405.782622,1547.6,4722.2,3404.29,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3404.29,BTSA,,0
1B,1,B,1325,Spectrogram 1,1,3412.119426,3413.247898,1627,4801.6,3412.119,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3412.119,BTSA,,0
1B,1,B,1332,Spectrogram 1,1,3430.730531,3432.397197,833.3,4444.4,3430.731,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3430.731,BTSA,,0
1B,1,B,1337,Spectrogram 1,1,3440.405042,3442.227959,1388.9,4722.2,3440.405,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3440.405,BTSA,,0
1B,1,B,1338,Spectrogram 1,1,3449.276567,3451.325178,1111.1,4722.2,3449.277,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3449.277,BTSA,,0
1B,1,B,1340,Spectrogram 1,1,3459.137675,3460.839063,793.7,4206.3,3459.138,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3459.138,BTSA,,0
1B,1,B,1341,Spectrogram 1,1,3469.58906,3485.906436,1190.5,4523.8,3469.589,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3469.589,BTSA,,0
1B,1,B,1357,Spectrogram 1,1,3535.368224,3541.097389,2460.3,4523.8,3535.368,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3535.368,BTSA,,0
1B,1,B,1364,Spectrogram 1,1,3558.854603,3560.295574,1468.3,4206.3,3558.855,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3558.855,BTSA,,0
1B,1,B,1365,Spectrogram 1,1,3553.455299,3554.653215,1269.8,4444.4,3553.455,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3553.455,BTSA,,0
1B,1,B,1366,Spectrogram 1,1,3564.566406,3566.111545,1388.9,4563.5,3564.566,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3564.566,BTSA,,0
1B,1,B,1367,Spectrogram 1,1,3574.305986,3575.260847,1388.9,4206.3,3574.306,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3574.306,BTSA,,0
1B,1,B,1368,Spectrogram 1,1,3582.22265,3583.906677,1230.2,4365.1,3582.223,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3582.223,BTSA,,0
1B,1,B,1372,Spectrogram 1,1,3590.434453,3592.292091,1071.4,4285.7,3590.434,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3590.434,BTSA,,0
1B,1,B,1379,Spectrogram 1,1,3599.150862,3600.348778,1388.9,4404.8,3599.151,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3599.151,BTSA,,0
1C,1,C,114,Spectrogram 1,1,3130.18379,3131.294901,2440.9,4094.5,3130.184,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3130.184,BTSA,,0
1C,1,C,132,Spectrogram 1,1,3228.252547,3231.047685,1417.3,4015.7,3228.253,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3228.253,BTSA,,0
1C,1,C,560,Spectrogram 1,1,3155.416612,3156.527722,1535.4,4133.9,3155.417,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3155.417,BTSA,,0
1C,1,C,561,Spectrogram 1,1,3163.298553,3165.052025,1456.7,3622,3163.299,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3163.299,BTSA,,0
1C,1,C,564,Spectrogram 1,1,3180.920075,3182.25688,1102.4,3897.6,3180.92,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3180.92,BTSA,,0
1C,1,C,777,Spectrogram 1,1,3106.616089,3123.074417,5988.5,7039,3106.616,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3106.616,BTSA,,0
1C,1,C,854,Spectrogram 1,1,3129.273698,3130.159114,6029.9,6854.2,3129.274,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3129.274,BTSA,,0
1C,1,C,855,Spectrogram 1,1,3138.883069,3139.924736,6116.7,6767.4,3138.883,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3138.883,BTSA,,0
1C,1,C,774,Spectrogram 1,1,3074.179445,3090.247147,6058.1,6940.4,3074.179,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3074.179,BTSA,,0
1C,1,C,856,Spectrogram 1,1,3146.851817,3147.68515,6333.6,6767.4,3146.852,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3146.852,BTSA,,0
5A,5,A,1077,Spectrogram 1,1,3534.317878,3600.209889,2027,4047.6,3534.318,S-05-307_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 05/S-05-307_000/S-05-307_2019-01-16/S-05-307_20190116_100007.wav,3534.318,BTSA,,0
10A,10,A,1100,Spectrogram 1,1,1987.34743,1993.962011,2153.8,4153.8,1987.347,S-10-309_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 10/S-10-309_000/S-10-309_2019-01-16/S-10-309_20190116_100007.wav,1987.347,BTSA,,0
1A,1,A,1596,Spectrogram 1,1,2987.361,2994.834956,387,1231.3,2987.361,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2987.361,BTTR,,2
2A,2,A,594,Spectrogram 1,1,2055.623,2060.397304,436.5,1269.8,2055.623,S-02-308_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-16/S-02-308_20190116_100007.wav,2055.623,BTTR,,2
2B,2,B,1617,Spectrogram 1,1,2373.180553,2374.621525,354.3,1574.8,2373.181,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,2373.181,BTTR,,2
2B,2,B,1777,Spectrogram 1,1,3117.05311,3120.959358,275.6,1259.8,3117.053,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,3117.053,BTTR,1,2
2B,2,B,1786,Spectrogram 1,1,3143.509371,3154.307978,507.8,1190.5,3143.509,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,3143.509,BTTR,,2
2B,2,B,1813,Spectrogram 1,1,3261.995812,3272.481919,393.7,1181.1,3261.996,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,3261.996,BTTR,,2
2B,2,B,1816,Spectrogram 1,1,3289.389573,3301.629152,546.9,1230.2,3289.39,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,3289.39,BTTR,,2
2B,2,B,1821,Spectrogram 1,1,3329.823587,3338.920806,511.8,1299.2,3329.824,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,3329.824,BTTR,,2
2B,2,B,1830,Spectrogram 1,1,3387.859698,3391.783308,393.7,1141.7,3387.86,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,3387.86,BTTR,,2
2B,2,B,1834,Spectrogram 1,1,3432.059009,3439.593728,433.1,1309.5,3432.059,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,3432.059,BTTR,,2
2B,2,B,1846,Spectrogram 1,1,3461.553463,3467.386794,390.6,1210.9,3461.553,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,3461.553,BTTR,,2
2B,2,B,1852,Spectrogram 1,1,3483.914567,3492.022203,277.8,1111.1,3483.915,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,3483.915,BTTR,,2
2B,2,B,1855,Spectrogram 1,1,3494.661091,3499.157617,826.8,2023.8,3494.661,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,3494.661,BTTR,,2
2B,2,B,2267,Spectrogram 1,1,2661.061846,2662.442054,551.6,1404.2,2661.062,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,2661.062,BTTR,,2
2B,2,B,2269,Spectrogram 1,1,2705.495176,2707.29205,601.8,1354,2705.495,S-02-308_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 02/S-02-308_000/S-02-308_2019-01-20/S-02-308_20190120_100007.wav,2705.495,BTTR,,2
4A,4,A,739,Spectrogram 1,1,2923.392688,2933.288518,674.6,1338.6,2923.393,S-04-306_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-16/S-04-306_20190116_100007.wav,2923.393,BTTR,,2
4A,4,A,756,Spectrogram 1,1,2945.614903,2952.090595,480,1600,2945.615,S-04-306_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-16/S-04-306_20190116_100007.wav,2945.615,BTTR,,2
4A,4,A,770,Spectrogram 1,1,2966.880194,2970.335053,476.2,1428.6,2966.88,S-04-306_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-16/S-04-306_20190116_100007.wav,2966.88,BTTR,,2
4A,4,A,867,Spectrogram 1,1,3151.019143,3156.557336,703.1,1328.1,3151.019,S-04-306_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-16/S-04-306_20190116_100007.wav,3151.019,BTTR,,2
4A,4,A,872,Spectrogram 1,1,3164.80386,3178.223995,322.6,1330.6,3164.804,S-04-306_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-16/S-04-306_20190116_100007.wav,3164.804,BTTR,,2
4A,4,A,947,Spectrogram 1,1,3319.146577,3321.380874,294.1,1363.2,3319.147,S-04-306_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-16/S-04-306_20190116_100007.wav,3319.147,BTTR,1,2
5B,5,B,1008,Spectrogram 1,1,3578.283117,3583.404643,277.8,1666.7,3578.283,S-05-307_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 05/S-05-307_000/S-05-307_2019-01-20/S-05-307_20190120_100007.wav,3578.283,BTTR,1,2
5C,5,C,491,Spectrogram 1,1,3519.882119,3522.57309,620.1,1299.2,3519.882,S-05-307_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 05/S-05-307_000/S-05-307_2019-01-31/S-05-307_20190131_100007.wav,3519.882,BTTR,,2
6A,6,A,123,Spectrogram 1,1,3461.258216,3468.584603,515.9,1269.8,3461.258,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,3461.258,BTTR,,2
6A,6,A,325,Spectrogram 1,1,1769.857081,1781.228605,396.8,1507.9,1769.857,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,1769.857,BTTR,,2
6A,6,A,333,Spectrogram 1,1,1795.96612,1806.851533,634.9,1428.6,1795.966,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,1795.966,BTTR,,2
6A,6,A,334,Spectrogram 1,1,1812.875837,1822.545972,317.5,1388.9,1812.876,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,1812.876,BTTR,,2
6A,6,A,350,Spectrogram 1,1,1846.172373,1856.502231,396.8,1388.9,1846.172,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,1846.172,BTTR,,2
6A,6,A,362,Spectrogram 1,1,1877.005696,1895.408467,555.6,1388.9,1877.006,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,1877.006,BTTR,,2
6A,6,A,370,Spectrogram 1,1,1901.812652,1909.31265,436.5,1507.9,1901.813,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,1901.813,BTTR,,2
6A,6,A,371,Spectrogram 1,1,1916.673758,1930.21542,555.6,1388.9,1916.674,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,1916.674,BTTR,,2
6A,6,A,399,Spectrogram 1,1,1964.866123,1985.664727,515.9,1388.9,1964.866,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,1964.866,BTTR,,2
6A,6,A,400,Spectrogram 1,1,1992.261947,2001.359166,357.1,1309.5,1992.262,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,1992.262,BTTR,,2
6A,6,A,407,Spectrogram 1,1,2011.428607,2028.978621,436.5,1349.2,2011.429,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2011.429,BTTR,,2
6A,6,A,421,Spectrogram 1,1,2057.016806,2069.96819,317.5,1349.2,2057.017,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2057.017,BTTR,,2
6A,6,A,422,Spectrogram 1,1,2036.079313,2045.957782,436.5,1428.6,2036.079,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2036.079,BTTR,,2
6A,6,A,450,Spectrogram 1,1,2084.707762,2097.08623,277.8,1388.9,2084.708,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2084.708,BTTR,,2
6A,6,A,461,Spectrogram 1,1,2107.379303,2157.379285,357.1,1706.3,2107.379,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2107.379,BTTR,,2
6A,6,A,481,Spectrogram 1,1,2165.164703,2192.17652,238.1,1468.3,2165.165,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2165.165,BTTR,,2
6A,6,A,499,Spectrogram 1,1,2227.784146,2234.155672,396.8,1547.6,2227.784,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2227.784,BTTR,,2
6A,6,A,501,Spectrogram 1,1,2203.131377,2213.044568,158.7,1428.6,2203.131,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2203.131,BTTR,,2
6A,6,A,505,Spectrogram 1,1,2238.99942,2287.608451,317.5,1547.6,2238.999,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2238.999,BTTR,,2
6A,6,A,527,Spectrogram 1,1,2296.514698,2399.05498,238.1,1349.2,2296.515,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2296.515,BTTR,,2
6A,6,A,599,Spectrogram 1,1,2408.360532,2419.749417,357.1,1309.5,2408.361,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2408.361,BTTR,,2
6A,6,A,627,Spectrogram 1,1,2424.209158,2524.431724,396.8,1627,2424.209,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2424.209,BTTR,,2
6A,6,A,662,Spectrogram 1,1,2531.366976,2541.505862,357.1,1230.2,2531.367,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2531.367,BTTR,,2
6A,6,A,713,Spectrogram 1,1,2549.031894,2595.088843,476.2,1388.9,2549.032,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2549.032,BTTR,,2
6A,6,A,714,Spectrogram 1,1,2602.415229,2663.315923,476.2,1587.3,2602.415,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2602.415,BTTR,,2
6A,6,A,757,Spectrogram 1,1,2667.968699,2700.121466,476.2,1428.6,2667.969,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2667.969,BTTR,,2
6A,6,A,760,Spectrogram 1,1,2705.813845,2713.244398,396.8,1428.6,2705.814,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2705.814,BTTR,,2
6A,6,A,787,Spectrogram 1,1,2721.317312,2762.02704,317.5,1071.4,2721.317,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2721.317,BTTR,,2
6A,6,A,789,Spectrogram 1,1,2767.999261,2776.280508,238.1,1388.9,2767.999,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2767.999,BTTR,,2
6A,6,A,792,Spectrogram 1,1,2781.054812,2821.313151,79.4,1349.2,2781.055,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2781.055,BTTR,,2
6A,6,A,808,Spectrogram 1,1,2825.184678,2830.063148,476.2,1111.1,2825.185,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2825.185,BTTR,,2
6A,6,A,811,Spectrogram 1,1,2835.479813,2850.531891,476.2,1111.1,2835.48,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2835.48,BTTR,,2
6A,6,A,812,Spectrogram 1,1,2857.024945,2872.858272,158.7,1190.5,2857.025,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2857.025,BTTR,,2
6A,6,A,834,Spectrogram 1,1,2880.165235,2886.84926,277.8,1428.6,2880.165,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2880.165,BTTR,,2
6A,6,A,848,Spectrogram 1,1,2915.842306,2920.442999,357.1,1309.5,2915.842,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2915.842,BTTR,,2
6A,6,A,849,Spectrogram 1,1,2897.960367,2910.425641,595.2,1269.8,2897.96,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2897.96,BTTR,,2
6A,6,A,858,Spectrogram 1,1,2930.877023,2933.845772,476.2,1309.5,2930.877,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2930.877,BTTR,,2
6A,6,A,870,Spectrogram 1,1,2945.197871,2946.083288,476.2,1230.2,2945.198,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2945.198,BTTR,,2
6A,6,A,873,Spectrogram 1,1,2956.32634,2959.4687,436.5,1111.1,2956.326,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2956.326,BTTR,,2
6A,6,A,878,Spectrogram 1,1,2972.071839,2976.951333,436.5,1150.8,2972.072,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2972.072,BTTR,,2
6A,6,A,884,Spectrogram 1,1,2989.277717,2994.19091,555.6,1111.1,2989.278,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,2989.278,BTTR,,2
6A,6,A,898,Spectrogram 1,1,3020.596127,3025.66557,396.8,1388.9,3020.596,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,3020.596,BTTR,,2
6A,6,A,909,Spectrogram 1,1,3039.552391,3046.323222,396.8,1349.2,3039.552,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,3039.552,BTTR,,2
6A,6,A,963,Spectrogram 1,1,3226.032281,3229.31353,515.9,1309.5,3226.032,S-06-319_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-16/S-06-319_20190116_100007.wav,3226.032,BTTR,1,2
